partner;marriage;break;divorce;eductaion;work;sep_from_par;child;partner marriage;partner break;partner divorce;partner education;partner work;partner separation from parents;partner child;marriage break;marriage divorce;marriage education;marriage work;marriage separation from parents;marriage child;break divorce;break education;break work;break separation from parents;break child;divorce education;divorce work;divorce separation from parents;divorce child;education work;education separation from parents;education child;work separation from parents;work child;separation from parents child;education type;locality;religion;how often;generation;gender
0;1;0;0;1;1;1;1;>;n;n;>;>;>;>;<;<;>;<;>;<;n;>;>;>;>;>;>;>;>;<;>;<;>;>;<;professional;city;yes;never;7g;f
1;1;1;0;1;1;1;1;<;<;<;>;>;=;<;<;<;>;>;>;<;<;>;>;>;>;>;>;>;>;<;<;<;<;<;<;professional;city;no;never;10g;m
1;1;1;0;1;1;1;1;<;<;<;<;<;>;<;<;<;>;>;>;>;<;>;>;>;>;>;>;>;>;<;>;<;>;<;<;professional;city;yes;never;5g;f
1;1;0;0;1;1;1;1;<;<;<;<;>;>;<;<;<;<;>;>;<;n;>;>;>;>;>;>;>;>;>;>;<;<;<;<;professional;city;yes;never;9g;f
1;1;1;1;1;1;1;1;<;<;<;>;>;>;<;<;<;>;>;>;<;=;>;>;>;>;>;>;>;>;<;<;<;<;<;<;professional;city;yes;sev_a_year;5g;f
1;1;1;1;1;1;1;1;<;<;<;<;<;>;<;<;<;<;<;>;<;=;>;>;>;>;>;>;>;>;<;>;>;>;>;<;professional;city;yes;never;10g;f
0;1;0;0;1;1;1;1;>;n;n;>;>;>;>;<;<;=;<;>;<;n;>;>;>;>;>;>;>;>;<;>;<;>;<;<;professional;city;yes;sev_a_year;8g;f
0;1;0;0;1;1;1;1;>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;<;>;<;>;<;<;professional;city;yes;never;6g;f
0;1;0;0;1;1;1;1;>;n;n;>;>;>;>;<;<;>;>;=;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;<;professional;city;yes;never;7g;f
1;1;0;0;1;1;1;1;<;<;<;>;>;<;>;<;<;>;>;<;>;n;>;>;>;>;>;>;>;>;=;<;<;<;<;>;general;city;yes;never;7g;f
1;1;1;1;1;1;1;1;<;<;<;>;>;<;<;<;<;>;>;<;<;=;>;>;>;>;>;>;>;>;>;<;<;<;<;>;professional;city;yes;never;7g;m
0;1;0;0;1;1;1;1;>;n;n;>;>;>;>;<;<;>;>;=;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;<;professional;city;yes;sev_a_year;1g;f
1;1;1;1;1;1;1;1;<;<;<;<;>;>;=;<;<;<;>;>;>;=;>;>;>;>;>;>;>;>;>;>;>;<;<;<;general;city;yes;sev_a_year;10g;f
1;0;1;0;1;1;1;1;<;<;<;>;>;<;>;>;n;>;>;>;>;<;>;>;>;>;>;>;>;>;>;<;<;<;<;>;general;city;yes;sev_a_year;8g;f
0;1;0;1;1;1;1;1;>;n;>;>;>;>;>;<;<;<;>;>;<;>;>;>;>;>;>;>;>;>;>;>;>;<;<;<;professional;city;yes;sev_a_year;2g;f
1;1;0;0;1;1;1;1;>;<;<;>;>;>;>;<;<;<;<;=;<;n;>;>;>;>;>;>;>;>;<;>;<;>;<;<;professional;city;yes;never;5g;f
1;0;1;0;1;1;1;0;<;<;<;>;>;>;<;>;n;>;>;>;n;<;>;>;>;<;>;>;>;n;<;<;<;<;<;<;professional;city;yes;sev_a_year;8g;f
0;0;0;0;1;1;1;1;n;n;n;>;>;>;>;n;n;>;>;>;>;n;>;>;>;>;>;>;>;>;<;>;<;>;<;<;higher;city;yes;sev_a_year;4g;f
0;1;0;0;1;1;1;1;>;n;n;>;>;>;>;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;>;professional;city;yes;sev_a_year;9g;m
0;0;0;0;1;1;0;0;n;n;n;>;>;n;n;n;n;>;>;n;n;n;>;>;n;n;>;>;n;n;>;<;<;<;<;n;professional;city;yes;never;11g;m
1;1;1;1;1;1;0;0;<;<;<;>;>;<;<;<;<;>;>;<;<;=;>;>;<;<;>;>;<;<;>;<;<;<;<;n;general;city;yes;never;7g;m
0;1;0;0;1;1;1;1;>;n;n;>;>;>;>;<;<;<;>;<;<;n;>;>;>;>;>;>;>;>;>;>;>;<;<;<;professional;city;yes;min_once_a_month;5g;f
1;0;1;0;1;1;1;1;<;<;<;>;>;<;<;>;n;>;>;>;>;<;>;>;>;>;>;>;>;>;>;<;<;<;<;<;higher;city;yes;min_once_a_month;5g;f
0;1;0;0;1;1;1;1;>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;<;>;<;>;<;<;professional;city;no;never;5g;m
0;1;0;0;1;1;1;1;>;n;n;>;>;>;>;<;<;<;>;>;<;n;>;>;>;>;>;>;>;>;>;>;>;>;<;<;higher;city;yes;sev_a_year;5g;f
0;1;0;0;1;1;1;1;>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;<;general;city;yes;sev_a_year;1g;m
1;0;1;0;1;1;1;1;<;<;<;<;<;<;<;>;n;>;>;>;>;<;>;>;<;<;>;>;>;>;<;<;<;<;<;<;higher;city;yes;sev_a_year;9g;f
0;1;0;0;1;1;1;1;>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;>;>;<;>;<;<;professional;city;yes;sev_a_year;6g;f
0;0;0;0;1;1;1;0;n;n;n;>;>;>;n;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;general;city;yes;sev_a_year;1g;f
0;1;0;0;1;1;1;1;>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;<;>;<;>;<;<;professional;city;yes;sev_a_year;10g;m
1;1;1;1;1;1;1;1;<;<;<;<;>;<;<;<;<;<;>;<;<;=;>;>;>;>;>;>;>;>;>;<;<;<;<;>;professional;city;yes;never;5g;f
1;1;0;0;1;1;1;1;<;<;<;>;>;>;<;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;<;>;<;>;<;<;professional;city;no;never;11g;m
1;1;0;0;1;1;1;1;<;<;<;<;>;=;<;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;>;>;<;<;<;<;professional;city;yes;never;10g;f
1;1;0;1;1;1;1;1;>;<;>;>;>;>;>;<;<;>;>;>;<;>;>;>;>;>;>;>;>;>;>;>;<;<;<;<;professional;city;yes;never;5g;m
1;1;0;0;1;1;1;1;<;<;<;<;<;<;<;<;<;<;<;<;<;n;>;>;>;>;>;>;>;>;<;<;>;<;>;>;professional;city;yes;sev_a_year;9g;f
0;1;0;0;1;1;1;1;>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;<;professional;city;yes;never;6g;f
1;1;1;0;1;1;1;1;<;<;<;>;>;=;<;<;<;>;>;>;<;<;>;>;>;>;>;>;>;>;<;<;<;<;<;<;professional;city;no;never;6g;f
0;0;0;0;1;1;0;1;n;n;n;>;>;n;>;n;n;>;>;n;>;n;>;>;n;>;>;>;n;>;>;<;<;<;<;>;general;city;yes;never;9g;f
0;1;0;0;1;1;1;1;>;n;n;>;>;>;>;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;>;professional;city;yes;never;7g;m
1;1;0;0;1;1;1;1;>;<;<;>;>;>;>;<;<;<;<;>;<;n;>;>;>;>;>;>;>;>;<;>;<;>;<;<;professional;city;yes;sev_a_year;8g;f
0;1;0;0;1;1;1;1;>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;<;<;<;>;<;<;professional;city;yes;sev_a_year;7g;m
1;1;1;0;1;1;1;1;>;<;<;>;>;>;>;<;<;>;>;>;<;<;>;>;>;>;>;>;>;>;<;<;<;<;<;<;general;city;no;never;1g;f
0;0;0;0;1;1;1;0;n;n;n;>;>;>;n;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;general;city;no;never;11g;m
0;1;0;0;1;1;1;1;>;n;n;>;>;>;>;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;>;professional;city;no;never;4g;m
0;1;0;0;1;1;1;1;>;n;n;>;>;>;>;<;<;<;>;>;<;n;>;>;>;>;>;>;>;>;>;>;>;>;<;<;higher;city;yes;never;8g;m
0;1;0;0;1;1;1;1;>;n;n;>;>;>;>;<;<;<;>;>;<;n;>;>;>;>;>;>;>;>;>;>;<;<;<;<;general;city;yes;never;3g;f
0;1;0;0;1;1;1;1;>;n;n;>;>;>;>;<;<;=;<;>;<;n;>;>;>;>;>;>;>;>;<;>;<;>;<;<;higher;city;yes;sev_a_year;4g;f
1;0;0;0;1;1;1;1;<;<;<;>;>;=;<;n;n;>;>;>;>;n;>;>;>;>;>;>;>;>;=;<;<;<;<;<;professional;city;yes;sev_a_year;11g;m
0;1;0;0;1;1;1;1;>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;<;>;<;>;<;<;professional;city;yes;sev_a_year;4g;m
0;0;0;0;1;1;1;0;n;n;n;>;>;>;n;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;higher;city;yes;never;5g;f
1;1;0;0;1;1;1;1;<;<;<;>;>;>;<;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;<;>;<;>;<;<;professional;city;yes;never;9g;m
1;1;0;0;1;1;1;1;<;<;<;>;>;<;<;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;>;professional;city;no;never;7g;f
0;0;0;0;1;1;1;1;n;n;n;>;>;>;>;n;n;>;>;>;>;n;>;>;>;>;>;>;>;>;>;>;>;>;>;<;general;city;yes;sev_a_year;2g;f
1;1;1;0;1;1;1;1;<;<;<;>;>;>;<;<;<;>;>;>;<;<;>;>;>;>;>;>;>;>;<;>;<;>;<;<;professional;city;no;never;8g;f
0;1;0;0;1;1;1;1;>;n;n;>;>;>;>;<;<;<;<;>;<;n;>;>;>;>;>;>;>;>;<;>;>;>;>;<;higher;city;yes;sev_a_year;10g;f
0;1;0;0;1;1;1;1;>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;general;city;yes;never;3g;f
1;1;0;0;1;1;1;1;<;<;<;>;>;>;<;<;<;>;>;>;>;n;>;>;>;>;>;>;>;>;<;>;<;>;<;<;general;city;yes;sev_a_year;8g;m
1;1;0;0;1;1;1;1;<;<;<;<;<;<;<;<;<;<;>;<;<;n;>;>;>;>;>;>;>;>;>;<;>;<;<;>;higher;city;yes;sev_a_year;10g;f
1;0;1;0;1;1;1;1;<;<;<;>;>;=;<;>;n;>;>;>;>;<;>;>;>;>;>;>;>;>;>;<;<;<;<;<;professional;city;no;never;7g;m
0;1;0;0;1;1;1;1;>;n;n;>;>;>;>;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;>;professional;city;yes;never;4g;m
0;1;0;0;1;1;1;1;>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;<;>;<;>;<;<;professional;city;yes;sev_a_year;7g;f
1;1;0;0;1;1;1;1;<;<;<;>;>;>;<;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;<;>;<;>;<;<;professional;city;no;sev_a_year;9g;f
0;1;0;0;1;1;1;1;>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;<;general;city;no;never;6g;m
1;1;1;1;1;1;1;1;>;<;>;>;>;>;>;<;<;<;<;<;<;>;>;>;>;>;>;>;>;>;<;>;<;>;<;<;professional;city;yes;sev_a_year;5g;m
0;1;0;0;1;1;1;1;>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;<;>;<;>;<;<;professional;city;yes;never;9g;f
0;1;0;0;1;1;1;1;>;n;n;>;>;>;>;<;<;>;>;=;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;<;professional;city;yes;never;8g;m
0;1;0;0;1;1;1;1;>;n;n;>;>;>;>;<;<;>;>;=;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;professional;city;yes;never;7g;m
0;1;0;0;1;1;1;1;>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;<;>;<;>;<;<;professional;city;yes;sev_a_year;8g;f
0;1;0;1;1;1;1;1;>;n;>;>;>;>;>;<;<;>;>;>;<;>;>;>;>;>;>;>;>;>;>;>;<;<;<;<;general;city;yes;min_once_a_month;6g;f
1;1;0;0;1;1;1;1;<;<;<;<;>;<;<;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;>;>;<;<;<;<;general;city;yes;sev_a_year;11g;m
0;1;0;0;1;1;1;0;>;n;n;>;>;>;n;<;<;>;>;<;<;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;general;city;yes;sev_a_year;5g;f
0;1;0;0;1;1;1;1;>;n;n;>;>;>;>;<;<;<;>;<;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;<;general;city;yes;never;4g;f
0;1;0;0;1;1;1;1;>;n;n;>;>;>;>;<;<;<;>;<;<;n;>;>;>;>;>;>;>;>;>;>;>;<;<;>;professional;city;yes;sev_a_year;5g;f
0;1;0;0;1;1;1;1;>;n;n;>;>;>;>;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;>;general;city;yes;sev_a_year;5g;f
1;1;0;0;1;1;1;1;<;<;<;>;>;>;>;<;<;>;>;>;>;n;>;>;>;>;>;>;>;>;>;>;>;>;<;<;professional;city;yes;sev_a_year;6g;f
0;1;0;0;1;1;1;1;>;n;n;>;>;>;>;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;>;general;city;yes;sev_a_year;5g;f
0;1;0;0;1;1;1;1;>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;<;>;<;>;<;<;professional;city;yes;sev_a_year;5g;f
0;1;0;0;1;1;1;1;>;n;n;>;>;>;>;<;<;<;<;<;<;n;>;>;>;>;>;>;>;>;>;>;>;<;>;>;professional;city;yes;never;10g;f
0;1;0;0;1;1;1;1;>;n;n;>;>;>;>;<;<;<;>;>;<;n;>;>;>;>;>;>;>;>;>;>;>;>;<;<;professional;city;yes;sev_a_year;5g;m
0;1;0;1;1;1;1;1;>;n;>;>;>;>;>;<;<;>;>;<;<;>;>;>;>;>;>;>;=;>;>;<;<;<;<;>;general;city;yes;sev_a_year;3g;f
0;1;0;0;1;1;1;1;>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;<;general;city;yes;never;6g;m
1;0;1;0;1;1;1;0;<;<;<;>;>;>;<;>;n;>;>;>;n;<;>;>;>;<;>;>;>;n;<;<;<;>;<;<;professional;city;no;never;10g;m
0;1;0;0;1;1;1;1;>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;=;>;<;>;<;<;professional;city;yes;sev_a_year;5g;f
1;1;1;1;1;1;1;1;<;<;<;>;>;>;<;<;<;>;>;>;<;=;>;>;>;>;>;>;>;>;<;>;<;>;<;<;professional;city;yes;never;6g;f
1;1;1;1;1;1;1;1;<;<;<;>;>;=;<;<;<;>;>;>;<;=;>;>;>;>;>;>;>;>;>;<;<;<;<;<;professional;city;yes;never;5g;m
0;1;0;0;1;1;1;1;>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;<;>;<;>;<;<;professional;city;yes;never;6g;f
0;1;0;0;1;1;1;1;>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;<;>;<;>;<;<;general;city;yes;never;1g;f
1;1;0;1;1;1;1;1;>;<;>;>;>;=;>;<;<;<;>;<;<;>;>;>;>;>;>;>;<;>;>;<;<;<;<;>;higher;city;yes;never;4g;m
0;1;0;0;1;1;1;1;>;n;n;>;>;>;>;<;<;<;<;<;<;n;>;>;>;>;>;>;>;>;>;>;>;>;<;<;higher;city;yes;min_once_a_month;2g;f
1;0;0;0;1;1;1;1;<;<;<;>;>;<;<;n;n;>;>;>;>;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;higher;city;yes;never;11g;m
0;1;0;0;1;1;1;1;>;n;n;>;>;>;>;<;<;<;<;<;<;n;>;>;>;>;>;>;>;>;<;<;<;<;>;>;higher;city;yes;never;11g;f
1;1;0;0;1;1;1;1;<;<;<;>;>;<;<;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;>;general;city;yes;never;10g;m
0;1;0;0;1;1;1;1;>;n;n;>;>;>;>;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;professional;city;yes;never;5g;f
1;1;0;0;1;1;1;1;<;<;<;>;>;>;<;<;<;>;>;>;>;n;>;>;>;>;>;>;>;>;<;>;<;>;<;<;professional;village;yes;never;2g;f
0;1;0;0;1;1;1;1;>;n;n;>;>;>;>;<;<;<;>;>;<;n;>;>;>;>;>;>;>;>;>;>;<;>;<;<;professional;village;yes;never;2g;f
1;1;0;0;1;1;1;1;<;<;<;>;>;>;<;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;>;>;<;>;<;<;professional;village;yes;never;5g;f
0;1;0;0;1;1;1;1;>;n;n;>;>;>;>;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;>;professional;village;no;never;5g;m
0;1;0;0;1;1;1;1;>;n;n;>;>;>;>;<;<;>;>;=;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;professional;village;yes;sev_a_year;7g;f
1;1;0;0;1;1;1;1;>;<;<;>;>;>;>;<;<;>;>;<;>;n;>;>;>;>;>;>;>;>;=;<;>;<;>;>;professional;village;no;never;6g;m
0;1;0;0;1;1;1;1;>;n;n;>;>;>;>;<;<;>;<;=;<;n;>;>;>;>;>;>;>;>;<;<;<;>;>;<;general;village;yes;never;6g;f
1;0;1;0;1;1;1;0;<;<;<;>;>;>;<;>;n;>;>;>;n;<;>;>;>;<;>;>;>;n;=;<;<;<;<;<;general;village;yes;never;9g;m
0;1;0;0;1;1;1;1;>;n;n;>;>;>;>;<;<;>;>;=;<;n;>;>;>;>;>;>;>;>;=;<;<;<;<;<;professional;village;no;never;10g;f
1;1;0;1;1;1;1;1;>;<;>;>;>;>;>;<;<;<;<;<;<;>;>;>;>;>;>;>;>;>;<;<;>;<;>;>;professional;village;yes;sev_a_year;7g;m
0;1;0;0;1;1;1;1;>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;<;general;village;yes;sev_a_year;2g;f
1;1;0;0;1;1;1;1;<;<;<;<;<;<;<;<;<;>;>;=;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;professional;village;yes;never;7g;f
0;0;0;0;1;1;1;0;n;n;n;>;>;>;n;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;professional;village;yes;never;10g;m
1;0;0;0;1;1;1;1;<;<;<;>;>;=;<;n;n;>;>;>;>;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;professional;village;no;never;7g;m
1;0;1;0;1;1;1;1;<;<;<;>;>;>;>;>;n;>;>;>;>;<;>;>;>;>;>;>;>;>;<;<;<;<;<;>;general;village;yes;never;5g;f
0;0;0;0;1;1;1;1;n;n;n;>;>;>;>;n;n;>;>;>;>;n;>;>;>;>;>;>;>;>;>;<;<;<;<;>;general;village;yes;sev_a_year;1g;f
1;1;0;0;1;1;1;1;<;<;<;<;<;<;<;<;<;<;<;<;<;n;>;>;>;>;>;>;>;>;<;<;>;<;>;>;professional;village;yes;sev_a_year;6g;m
0;1;0;0;1;1;1;1;>;n;n;>;>;>;>;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;=;<;<;<;<;>;general;village;yes;never;2g;m
1;0;1;0;1;1;1;0;<;<;<;>;>;>;<;>;n;>;>;>;n;<;>;>;>;<;>;>;>;n;>;<;<;<;<;<;general;village;yes;never;1g;f
1;1;1;1;1;1;1;0;<;<;<;<;<;>;<;<;<;<;<;>;<;=;>;>;>;<;>;>;>;<;<;>;<;>;<;<;higher;village;yes;sev_a_year;9g;f
0;1;0;0;1;0;1;1;>;n;n;>;n;>;>;<;<;<;<;>;<;n;>;n;>;>;>;n;>;>;<;>;<;>;>;<;professional;village;no;never;11g;f
0;0;0;0;1;1;1;1;n;n;n;>;>;>;>;n;n;>;>;>;>;n;>;>;>;>;>;>;>;>;<;<;<;<;<;>;general;village;yes;never;8g;f
0;1;0;0;1;1;1;1;>;n;n;>;>;>;>;<;<;<;>;>;<;n;>;>;>;>;>;>;>;>;>;>;>;<;<;<;professional;village;yes;never;3g;m
0;1;0;0;1;1;1;0;>;n;n;>;>;>;n;<;<;>;>;<;<;n;>;>;>;n;>;>;>;n;>;<;<;<;<;<;professional;village;yes;sev_a_year;6g;m
0;1;0;0;1;1;1;1;>;n;n;>;>;>;>;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;>;professional;village;yes;never;8g;m
0;0;0;0;1;1;1;1;n;n;n;>;>;>;>;n;n;>;>;>;>;n;>;>;>;>;>;>;>;>;>;<;<;<;<;<;general;village;yes;sev_a_year;2g;f
0;1;0;0;1;1;1;1;>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;>;>;<;>;<;<;general;village;yes;never;6g;m
0;1;0;0;1;1;1;1;>;n;n;>;>;>;>;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;>;professional;village;yes;never;7g;m
0;1;0;0;1;1;1;1;>;n;n;>;>;>;>;<;<;>;>;=;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;professional;village;no;never;9g;f
0;1;0;0;1;1;1;1;>;n;n;>;>;>;>;<;<;<;<;>;<;n;>;>;>;>;>;>;>;>;<;>;>;>;>;<;general;village;no;never;2g;m
0;0;0;0;1;1;1;1;n;n;n;>;>;>;>;n;n;>;>;>;>;n;>;>;>;>;>;>;>;>;>;>;>;<;<;>;higher;village;yes;sev_a_year;8g;f
1;1;0;0;1;1;1;1;<;<;<;>;>;>;<;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;<;>;<;>;<;<;professional;village;no;never;9g;f
0;1;0;1;1;1;1;1;>;n;>;>;>;>;>;<;<;>;>;>;<;>;>;>;>;>;>;>;>;>;<;>;<;>;<;<;professional;village;yes;never;8g;f
1;1;1;1;1;1;1;1;>;<;>;>;>;=;>;<;<;>;>;<;<;>;>;>;>;>;>;>;<;>;>;<;<;<;<;>;general;village;yes;sev_a_year;7g;f
0;0;0;0;1;1;1;1;n;n;n;>;>;>;>;n;n;>;>;>;>;n;>;>;>;>;>;>;>;>;>;>;>;>;<;<;professional;village;yes;never;5g;f
0;1;0;1;1;1;1;1;>;n;>;>;>;>;>;<;<;>;>;>;<;>;>;>;>;>;>;>;>;>;<;>;<;>;<;<;professional;village;yes;never;5g;f
0;1;0;0;1;1;1;1;>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;>;>;<;<;<;<;professional;village;yes;sev_a_year;8g;m
0;1;0;0;1;1;1;1;>;n;n;>;>;>;>;<;<;>;>;=;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;<;professional;village;yes;min_once_a_month;5g;f
0;1;0;0;1;1;1;1;>;n;n;>;>;>;>;<;<;>;>;<;>;n;>;>;>;>;>;>;>;>;<;<;<;<;<;>;professional;village;yes;never;4g;m
0;1;0;0;1;1;1;1;>;n;n;>;>;>;>;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;<;general;village;yes;never;3g;f
1;1;0;0;1;1;1;1;<;<;<;<;>;=;<;<;<;<;>;>;<;n;>;>;>;>;>;>;>;>;>;>;>;<;<;<;professional;village;yes;sev_a_year;10g;f
0;1;0;0;1;1;1;1;>;n;n;>;>;>;>;<;<;>;>;=;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;<;general;village;yes;sev_a_year;7g;f
0;1;0;0;1;1;1;1;>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;<;>;<;>;<;<;general;village;no;never;2g;m
1;1;0;0;1;1;1;1;<;<;<;<;>;>;<;<;<;<;>;>;<;n;>;>;>;>;>;>;>;>;>;>;>;>;<;<;higher;village;no;never;9g;f
1;1;0;0;1;1;1;1;<;<;<;<;<;=;<;<;<;<;>;>;>;n;>;>;>;>;>;>;>;>;>;>;>;>;<;<;general;village;yes;sev_a_year;9g;f
0;1;0;0;1;1;1;1;>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;<;<;<;>;<;<;general;village;yes;never;5g;f
1;1;1;1;1;1;1;1;<;<;<;<;>;>;<;<;<;<;>;>;<;<;>;>;>;>;>;>;>;>;>;>;<;<;<;<;professional;village;no;never;9g;f
0;1;0;0;1;1;1;1;>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;<;>;<;>;<;<;professional;village;yes;sev_a_year;6g;f
0;1;0;0;1;1;1;1;>;n;n;>;>;>;>;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;professional;village;yes;never;6g;f
1;0;0;0;1;1;1;1;<;<;<;>;>;>;<;n;n;>;>;>;>;n;>;>;>;>;>;>;>;>;<;>;<;>;<;<;professional;village;no;sev_a_year;7g;f
0;1;0;0;1;1;1;1;>;n;n;>;>;>;>;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;>;professional;village;yes;sev_a_year;9g;f
1;0;0;0;1;1;1;1;<;<;<;<;<;<;<;n;n;>;>;>;>;n;>;>;>;>;>;>;>;>;>;<;>;<;>;>;general;village;no;never;8g;f
0;1;0;0;1;1;1;1;>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;<;=;<;>;<;<;professional;village;yes;never;9g;m
0;1;0;0;1;1;1;1;>;n;n;>;>;>;>;<;<;<;>;=;<;n;>;>;>;>;>;>;>;>;>;>;>;<;<;<;professional;village;no;never;3g;f
0;1;0;0;1;1;0;1;>;n;n;>;>;n;>;<;<;<;<;<;<;n;>;>;n;>;>;>;n;>;>;<;>;<;>;>;higher;village;yes;never;11g;f
0;1;0;0;1;1;1;1;>;n;n;>;>;>;>;<;<;<;=;>;<;n;>;>;>;>;>;>;>;>;>;>;>;>;<;<;higher;village;yes;sev_a_year;10g;f
0;0;0;0;1;1;1;1;n;n;n;>;>;>;>;n;n;>;>;>;>;n;>;>;>;>;>;>;>;>;>;>;>;>;<;<;higher;village;yes;sev_a_year;9g;f
0;1;0;1;1;1;1;1;>;n;>;>;>;>;>;<;<;<;<;=;<;>;>;>;>;>;>;>;>;>;>;>;>;>;>;<;higher;village;yes;sev_a_year;10g;f
1;1;1;1;1;1;1;1;<;<;<;>;<;<;<;<;<;>;<;=;<;>;>;>;>;>;>;>;>;>;<;<;<;>;<;<;general;village;yes;sev_a_year;8g;f
0;0;0;0;1;1;1;1;n;n;n;>;>;>;>;n;n;>;>;>;>;n;>;>;>;>;>;>;>;>;>;>;<;>;<;<;professional;village;yes;sev_a_year;2g;f
0;1;0;0;1;1;1;1;>;n;n;>;>;>;>;<;<;<;>;>;<;n;>;>;>;>;>;>;>;>;>;>;<;>;<;<;higher;village;yes;never;9g;f
0;1;0;0;1;1;1;1;>;n;n;>;>;>;>;<;<;=;<;<;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;professional;village;yes;never;11g;f
